features,label
"[-63.34992  -64.3887   -61.657196 -59.64134  -59.172256 -59.389053
 -59.62036  -60.161503 -60.577248 -61.670284 -61.433254 -60.752384
 -59.80153  -59.111942 -59.88863  -60.85722  -62.372322 -62.22512
 -62.62654  -62.18381  -62.25593  -62.94302  -63.196    -63.95418
 -63.47773  -63.123684 -61.896954 -61.477947 -61.362473 -61.972782
 -62.968796 -62.976944 -63.32888  -62.921803 -62.99432  -62.880024
 -62.378475 -62.327465 -61.52392  -60.86641  -60.996696 -61.512764
 -61.60207  -61.802067 -61.706985 -61.42537  -61.786533 -61.90472
 -61.83062  -61.352325 -61.192703 -61.12913  -60.93682  -61.38455
 -61.274876 -61.260284 -61.694107 -62.320168 -63.013485 -63.233273
 -62.722847 -62.32788  -62.874928 -63.3059   -63.291313 -63.03052
 -62.586945 -62.382046 -62.99151  -63.162663 -62.568115 -62.326344
 -62.80022  -62.860504 -62.736736 -62.357193 -62.508644 -62.47908
 -62.83188  -62.585873 -62.47566  -62.90654  -63.526493 -63.456974
 -63.69749  -63.994503 -64.28224  -65.13098  -65.39205  -65.30839
 -65.46002  -65.14859  -64.43036  -64.97271  -66.25301  -67.18029
 -67.6419   -68.23101  -68.80761  -69.15743  -68.55656  -68.288
 -68.87141  -70.140755 -70.694565 -70.60348  -70.59124  -70.99589
 -71.249466 -71.59657  -72.38805  -72.569855 -73.46668  -74.55092
 -74.28185  -74.06095  -74.02755  -75.19379  -76.18371  -75.853065
 -76.340324 -76.90213  -77.53419  -77.79979  -78.55203  -79.46083
 -79.78767  -79.80921 ]",103 - Pig
"[-27.8046   -26.928568 -28.514551 -30.152704 -31.263481 -31.769157
 -32.212345 -35.422733 -36.03454  -37.185036 -36.116245 -36.82171
 -37.189907 -35.51798  -36.45851  -36.881794 -39.20338  -37.394745
 -36.948196 -37.16016  -38.873554 -40.18183  -39.821262 -40.956913
 -39.933403 -40.607227 -39.720726 -40.58533  -41.90692  -43.074074
 -43.63469  -42.592396 -43.4492   -43.244812 -43.8527   -44.397465
 -44.794464 -45.32262  -45.983562 -47.09338  -47.23423  -46.678432
 -45.844673 -45.078712 -45.13101  -44.73193  -45.87968  -46.995052
 -47.748096 -48.016693 -47.904842 -47.854256 -47.570946 -46.809998
 -45.555367 -45.113457 -45.53692  -45.95457  -46.21779  -45.606224
 -44.480183 -44.52948  -44.772526 -44.986553 -45.308186 -45.29988
 -44.66221  -44.83803  -46.213703 -46.504574 -47.633743 -48.983414
 -48.67332  -47.97979  -47.888187 -48.9141   -50.269478 -50.673496
 -50.173    -49.24704  -49.61861  -50.505795 -52.135277 -53.31774
 -54.09882  -54.1047   -54.605633 -55.79702  -57.057045 -58.394802
 -59.075947 -59.03824  -59.29177  -59.3484   -59.721878 -60.55901
 -61.400818 -61.76334  -62.14367  -62.529102 -63.384987 -64.23033
 -65.22043  -65.92635  -66.4346   -66.692764 -66.98629  -66.81356
 -66.28328  -65.87308  -66.42027  -67.16858  -67.66832  -68.01537
 -68.52975  -68.94322  -69.324814 -70.16939  -70.565765 -70.87822
 -71.1231   -71.45946  -72.25326  -74.66571  -78.36055  -78.42844
 -78.45564  -78.33667 ]",103 - Pig
"[-62.19825  -60.273724 -61.46268  -64.48666  -67.27471  -68.6028
 -69.39686  -70.53422  -72.33526  -73.67496  -70.44535  -70.1061
 -68.56734  -68.246895 -71.37069  -74.32657  -76.10413  -71.299866
 -67.72476  -65.835945 -65.88958  -65.108574 -60.573357 -57.92455
 -58.243748 -64.196915 -66.422    -68.40631  -70.03712  -72.25742
 -69.88511  -67.40615  -68.07514  -68.45827  -66.68506  -65.00273
 -65.55719  -66.30824  -66.89775  -66.49413  -65.15677  -63.9315
 -60.10321  -55.86522  -53.36813  -56.357285 -62.231583 -67.59217
 -72.28989  -75.361176 -75.09016  -75.37901  -75.83305  -75.54994
 -73.53315  -71.0406   -68.41331  -67.687325 -70.43196  -74.86158
 -75.414894 -77.2668   -76.6006   -76.28285  -73.2286   -71.125496
 -70.229256 -71.75433  -75.23157  -77.43739  -76.691795 -77.49213
 -76.61604  -73.12508  -73.08467  -71.79725  -70.73434  -73.41072
 -73.754524 -73.105606 -74.446144 -73.917786 -75.042496 -73.95299
 -73.15219  -74.789185 -77.22409  -74.85697  -73.45824  -73.75753
 -77.32814  -75.424225 -74.65464  -74.77634  -74.93122  -74.95099
 -73.305176 -73.01291  -75.66703  -78.6653   -77.59944  -76.51062
 -78.28637  -78.069214 -78.88546  -78.74909  -78.93944  -79.89018
 -79.43966  -79.77372  -79.958824 -79.49606  -79.97103  -79.75631
 -79.80062  -79.75622  -79.7446   -79.99648  -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-74.34492  -73.05097  -72.3505   -70.36815  -70.99048  -73.86539
 -74.50718  -75.17357  -75.83033  -77.402824 -77.25572  -77.14902
 -76.86854  -75.8503   -74.974075 -73.16723  -72.76052  -71.093575
 -68.855995 -65.52911  -64.6578   -63.799023 -62.159233 -60.95343
 -59.637436 -59.115913 -57.029133 -56.149136 -56.15847  -57.92684
 -60.7699   -60.789623 -61.331642 -62.05702  -63.994137 -64.76662
 -65.71438  -64.680504 -63.76228  -62.74511  -61.72795  -61.76787
 -62.546    -63.09957  -63.76855  -65.66803  -65.46876  -64.57803
 -64.93977  -63.665703 -62.06352  -62.610462 -62.679405 -61.243893
 -61.490322 -63.162148 -63.70117  -64.32199  -66.89112  -66.845146
 -66.3213   -65.87258  -63.53084  -63.262833 -64.901505 -65.97115
 -66.6066   -65.80836  -66.66835  -68.11627  -67.99716  -67.746635
 -67.38114  -67.63793  -67.78093  -67.61477  -69.34309  -72.30647
 -73.297844 -74.051674 -74.34105  -73.61044  -72.76257  -74.759155
 -76.97248  -77.284584 -76.01506  -75.5185   -75.48966  -77.15817
 -77.09191  -75.8052   -74.99053  -75.81075  -78.27474  -79.17822
 -78.75676  -78.37434  -78.9458   -78.47707  -77.64853  -78.20747
 -78.66194  -78.60923  -79.81125  -79.867676 -78.64646  -79.088715
 -79.73024  -79.99507  -79.99796  -80.       -79.998405 -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-52.57138  -47.211452 -48.44991  -49.113083 -50.49341  -50.08126
 -47.190193 -46.59298  -45.41642  -46.97738  -46.319218 -48.141712
 -49.244144 -49.045525 -50.868248 -49.37633  -47.65711  -41.920414
 -42.065834 -43.898685 -46.647312 -47.847946 -49.092625 -50.3422
 -47.740337 -48.857754 -49.941715 -52.259026 -52.621326 -52.441856
 -52.693302 -51.841667 -51.555225 -50.061424 -48.574574 -45.51615
 -43.768562 -45.100822 -48.593636 -52.336662 -52.688877 -52.935913
 -53.75396  -53.39612  -54.108624 -55.153816 -55.096813 -51.731983
 -48.438137 -47.352776 -51.187653 -56.11939  -58.06252  -58.995968
 -59.16789  -59.35663  -58.23496  -55.885857 -56.59683  -60.78079
 -63.821644 -64.78362  -65.65544  -64.6332   -61.182278 -59.71108
 -61.11707  -64.12465  -63.821835 -64.08135  -63.543034 -64.80367
 -67.949814 -69.145645 -68.21637  -66.38754  -67.88225  -69.32038
 -68.23039  -66.331635 -66.38056  -66.08258  -63.02794  -59.127167
 -59.372475 -62.77494  -63.011204 -65.44311  -66.06538  -64.8291
 -66.04317  -66.94299  -65.454285 -65.47416  -65.06299  -65.957954
 -67.616135 -66.59203  -67.08107  -68.58363  -69.46447  -68.53261
 -68.087105 -67.98921  -68.181435 -68.75304  -70.08303  -69.41789
 -68.35575  -67.43218  -68.33913  -69.14021  -69.50778  -69.23979
 -69.32086  -71.28878  -75.67741  -74.80678  -76.65815  -78.5344
 -78.2865   -77.91654  -77.47319  -79.29078  -79.836136 -80.
 -80.       -80.      ]",102 - Rooster
"[-60.702972 -61.610455 -62.75771  -62.277443 -60.481327 -59.659565
 -59.907715 -60.42154  -58.739    -59.13459  -58.5413   -58.28647
 -59.480145 -61.594536 -62.688713 -61.236664 -59.4968   -56.998898
 -57.289093 -57.98469  -58.557808 -58.873997 -58.990776 -59.135036
 -59.291145 -61.1051   -61.125767 -60.421394 -59.291645 -57.850323
 -57.638264 -56.702156 -57.982105 -58.25909  -58.413    -58.650333
 -59.01273  -59.15606  -58.675102 -58.37159  -59.315502 -60.960114
 -62.89754  -63.413456 -62.482025 -61.724953 -62.219486 -62.422657
 -62.380314 -62.32126  -63.053196 -63.76299  -63.28377  -63.129475
 -62.346004 -61.766964 -62.08335  -62.85287  -63.616474 -64.943634
 -64.35074  -64.768326 -64.80569  -65.28338  -67.42187  -67.64189
 -66.47956  -66.60522  -66.57599  -67.39593  -68.70037  -68.687195
 -67.976265 -68.06613  -69.03073  -68.842384 -68.4071   -68.59044
 -68.93143  -69.860054 -70.25208  -69.66288  -70.109695 -70.285774
 -70.70242  -71.637825 -71.1182   -70.367645 -70.83182  -70.54099
 -71.36079  -72.40551  -72.44183  -72.43215  -72.51049  -72.5526
 -72.93924  -73.20886  -73.639    -73.66515  -73.79261  -73.86441
 -73.90033  -74.0852   -74.26895  -74.481606 -74.76379  -75.16522
 -75.510025 -75.75763  -75.82583  -76.214554 -76.60008  -76.738045
 -77.24064  -77.6664   -78.08829  -78.232925 -79.01698  -79.53131
 -79.59673  -79.6951   -79.71518  -79.73508  -79.69718  -79.70611
 -79.8396   -79.8788  ]",104 - Cow
"[-53.91293  -57.318703 -60.18852  -61.304836 -59.379276 -56.904457
 -54.07015  -54.09895  -49.888237 -46.84817  -43.8695   -42.912815
 -42.20257  -41.4193   -41.662037 -40.856255 -46.572918 -50.393112
 -51.790813 -51.857777 -51.830624 -50.35086  -48.781998 -49.53533
 -48.87498  -50.810925 -49.167126 -48.72796  -47.419556 -45.63555
 -45.11176  -44.575157 -46.805058 -49.666134 -54.447334 -56.25415
 -56.896595 -57.112926 -56.18918  -55.781185 -55.813942 -55.09146
 -54.665085 -54.49673  -54.876198 -57.80939  -61.639565 -63.962456
 -65.355415 -64.839935 -63.614624 -61.47718  -60.60935  -61.062565
 -62.909138 -63.86089  -63.937275 -63.82976  -65.24463  -67.11949
 -70.36221  -72.85359  -73.452126 -72.63292  -70.78871  -70.757095
 -71.94002  -71.92867  -70.899994 -68.95477  -68.43409  -68.12473
 -67.71861  -67.89914  -66.90741  -67.662994 -69.77457  -70.67835
 -69.044655 -68.44049  -68.79807  -69.542404 -70.51279  -72.2695
 -72.732475 -72.764984 -72.9838   -73.35955  -73.67726  -74.41959
 -74.3918   -73.81081  -73.60635  -73.35112  -72.26363  -71.56169
 -72.572174 -73.80265  -74.76831  -75.435036 -76.050575 -75.97236
 -75.90347  -76.13044  -76.33563  -76.65014  -77.06464  -77.43295
 -76.78799  -75.581894 -74.99235  -75.19274  -76.03315  -76.67833
 -77.52364  -78.25645  -78.461815 -78.72931  -79.23474  -79.952896
 -80.       -79.99803  -80.       -80.       -80.       -80.
 -80.       -80.      ]",101 - Dog
"[-59.74359  -60.17103  -61.76117  -61.946682 -62.44455  -63.158623
 -62.5841   -62.87882  -62.725285 -63.44497  -63.01848  -63.01945
 -62.895115 -62.911243 -63.48838  -62.81479  -63.39818  -62.678646
 -62.307434 -61.306183 -59.810555 -56.113796 -54.93472  -57.715244
 -60.100475 -61.243484 -60.526237 -60.56107  -60.22417  -60.20947
 -60.753395 -60.606327 -61.128956 -60.394768 -60.402317 -61.024933
 -61.49185  -61.937447 -61.44809  -60.906948 -59.59279  -57.824444
 -56.47699  -57.46515  -60.851807 -61.816242 -61.373497 -60.97008
 -60.858555 -60.297405 -59.008793 -58.75755  -58.81231  -57.437508
 -54.98044  -54.954315 -58.74098  -62.159073 -62.906303 -62.160492
 -61.326828 -62.12577  -64.15417  -65.47583  -65.76653  -65.403305
 -65.41192  -65.75305  -65.774    -65.93852  -65.71486  -65.20634
 -64.82516  -65.35563  -66.77311  -67.98398  -68.58388  -69.81661
 -72.50982  -75.73654  -78.314545 -79.432976 -79.51967  -79.602486
 -79.60179  -79.53879  -78.61637  -77.09234  -78.50763  -79.37682
 -79.392075 -79.6599   -79.69988  -79.72288  -79.66821  -79.6315
 -79.68489  -79.731224 -79.776375 -79.79247  -79.76503  -79.79412
 -79.728355 -79.71016  -79.79939  -79.84528  -79.826225 -79.825325
 -79.77673  -79.81542  -79.886536 -79.91575  -79.898056 -79.89197
 -79.89039  -79.93194  -79.92461  -79.896576 -79.93273  -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-55.012753 -54.475792 -57.118847 -61.04449  -60.957706 -60.48978
 -60.037308 -60.707348 -60.21993  -61.088676 -61.265507 -61.605755
 -61.923225 -61.90614  -62.054356 -61.48249  -61.824432 -61.60653
 -61.61477  -61.340427 -61.253925 -61.27311  -60.63521  -60.455364
 -60.06416  -60.426697 -59.590565 -59.62693  -59.294407 -59.235924
 -59.747883 -59.613327 -59.409214 -58.698395 -59.374557 -60.430553
 -60.682125 -61.161892 -61.235493 -61.47066  -61.85992  -61.954113
 -62.051914 -62.366417 -62.14649  -62.06499  -61.217762 -60.670017
 -59.191216 -56.987114 -55.292324 -55.624805 -56.619896 -56.07393
 -54.75949  -55.147068 -56.274864 -57.905533 -58.811638 -59.558456
 -59.986404 -59.602654 -58.78363  -57.16956  -57.60641  -59.562428
 -59.648746 -60.867035 -62.100925 -63.450768 -63.135834 -63.09054
 -62.546227 -62.48934  -62.92571  -63.103554 -62.31735  -62.31775
 -63.921883 -64.58832  -65.18781  -64.80594  -64.91611  -64.98722
 -65.35803  -66.00563  -66.619995 -67.470985 -67.06592  -66.44375
 -66.791885 -67.9507   -67.33451  -66.61681  -66.73855  -67.15383
 -67.45901  -68.36962  -68.358894 -67.79655  -67.9961   -68.45457
 -68.591354 -67.824066 -67.20216  -67.913956 -68.8413   -69.1414
 -68.803185 -69.16512  -69.97595  -70.43753  -70.44475  -70.52092
 -70.60803  -70.906    -70.95526  -70.97842  -72.48583  -79.4126
 -79.27598  -79.52919  -79.61642  -79.72437  -79.787315 -79.955696
 -79.957115 -79.9575  ]",102 - Rooster
"[-64.42897  -62.662804 -62.318554 -63.035057 -63.95522  -64.090706
 -62.847157 -62.66121  -63.421192 -65.34468  -65.194435 -65.315216
 -65.15366  -64.70594  -64.57973  -63.95183  -64.19159  -64.29024
 -65.41166  -65.42794  -65.56908  -65.453835 -64.730385 -64.662415
 -63.38418  -60.92638  -59.050148 -59.87326  -62.270454 -64.05
 -65.943985 -66.574104 -67.61358  -67.62542  -67.54516  -67.06305
 -66.70987  -67.273186 -66.86572  -66.238106 -66.2889   -66.74464
 -67.45099  -67.46938  -66.931694 -65.79323  -63.504765 -60.488
 -60.69582  -62.960964 -64.534454 -66.91764  -68.28004  -68.825676
 -69.59163  -69.66077  -70.00418  -70.19304  -69.23056  -67.642525
 -66.78551  -67.38446  -69.41597  -71.85148  -71.52183  -70.9778
 -70.87329  -69.98272  -66.593796 -64.851166 -65.43261  -66.137146
 -68.97031  -70.82448  -70.535934 -68.65542  -66.492905 -66.99284
 -67.35968  -67.89872  -67.76791  -67.02225  -66.364746 -66.171646
 -66.8216   -67.43566  -66.59102  -66.33265  -66.83349  -67.919716
 -69.56786  -69.703026 -70.850655 -72.45901  -73.46872  -73.64973
 -74.16117  -74.544685 -74.87284  -75.134895 -74.319786 -74.150795
 -74.36906  -74.99556  -76.44045  -78.78043  -79.665115 -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-29.173204 -30.624565 -36.726967 -41.536503 -44.7241   -48.04451
 -47.0044   -45.50281  -42.079304 -40.384327 -38.29476  -37.28035
 -35.95112  -34.913464 -36.130157 -36.2753   -37.704247 -36.351254
 -38.32374  -39.87126  -42.2269   -42.63071  -41.675735 -42.550102
 -40.098015 -40.628105 -39.29153  -39.475838 -39.683357 -40.288925
 -41.711765 -43.21835  -46.144203 -46.31286  -46.916397 -47.56612
 -47.48073  -47.089924 -46.36214  -45.75552  -45.75097  -47.071716
 -46.739967 -47.400177 -49.521355 -51.37218  -52.730015 -53.21825
 -54.359837 -54.61523  -54.708027 -54.608196 -54.3225   -54.08271
 -53.60291  -53.51561  -55.409477 -57.65034  -59.39704  -59.994434
 -60.914356 -61.94927  -63.552677 -64.13415  -63.818462 -64.18293
 -64.509705 -64.428116 -64.29715  -64.98137  -65.77485  -66.53091
 -67.178764 -67.61036  -68.02189  -68.57194  -68.48007  -67.71338
 -67.083015 -67.25136  -68.00709  -68.793625 -68.69033  -68.606865
 -68.91475  -69.455376 -69.470535 -69.5627   -68.959    -69.04575
 -69.136154 -69.240074 -69.963776 -70.48016  -70.3381   -70.65479
 -71.19371  -70.79467  -71.27684  -72.525276 -72.84227  -72.98553
 -73.42379  -73.49013  -74.1539   -74.29843  -74.4182   -74.38343
 -74.45351  -74.816124 -75.73121  -77.12245  -77.528564 -77.81892
 -77.97227  -78.3434   -78.8041   -78.96635  -79.11662  -79.501976
 -79.56927  -79.72533  -79.788864 -79.8313   -79.89315  -79.88427
 -80.       -79.90301 ]",101 - Dog
"[-79.27759  -72.92811  -70.0586   -67.64237  -67.27687  -67.94301
 -67.06137  -66.848    -66.737114 -68.18736  -67.89204  -67.466415
 -66.88307  -66.63051  -66.83141  -65.97202  -66.49053  -65.88784
 -65.79395  -64.905014 -63.58379  -62.339676 -61.273445 -61.445633
 -60.73341  -61.817753 -60.718044 -59.820698 -60.785133 -61.99369
 -64.257065 -64.577126 -65.21701  -65.6363   -65.946945 -66.072495
 -66.2369   -66.5656   -66.5784   -66.38698  -64.965614 -63.833286
 -62.34947  -61.5276   -61.695335 -62.134613 -61.984802 -60.38253
 -59.41749  -59.008945 -60.02278  -61.52934  -63.995674 -65.12415
 -65.91938  -65.84992  -65.35536  -65.3611   -67.084526 -67.90968
 -68.209526 -68.751    -69.04441  -69.33915  -70.92691  -72.06212
 -72.74671  -72.7675   -71.922066 -70.511986 -69.5104   -68.10368
 -68.62279  -71.70025  -73.69199  -73.15582  -71.937485 -72.25192
 -73.31871  -74.36314  -76.36706  -75.73361  -75.089645 -75.56051
 -74.124954 -73.33345  -72.802216 -71.883766 -73.048164 -74.29288
 -74.2512   -72.66292  -73.39751  -73.74912  -74.11345  -75.48047
 -76.94457  -75.78544  -75.8646   -76.93872  -76.522575 -76.395775
 -75.980125 -75.379135 -75.380196 -76.967285 -76.65566  -76.82797
 -76.56856  -76.77614  -77.589905 -77.072975 -78.20237  -77.919716
 -78.19295  -78.668465 -79.116066 -78.92144  -78.63797  -79.52629
 -79.68513  -79.87164  -79.96012  -80.       -80.       -79.98047
 -80.       -80.      ]",102 - Rooster
"[-57.58644  -60.061287 -64.74869  -65.86347  -66.18225  -66.83822
 -67.29783  -67.440254 -66.911125 -68.137085 -68.77669  -69.40879
 -68.47904  -67.89531  -67.21446  -63.769577 -62.07016  -60.214165
 -58.599506 -56.36206  -55.159813 -51.542145 -47.456604 -47.560986
 -50.254623 -59.546913 -61.91198  -62.72114  -62.277416 -62.663273
 -64.24529  -63.77076  -63.52019  -63.24846  -62.61793  -61.91492
 -60.670967 -59.593655 -60.047283 -60.08588  -59.01892  -57.042343
 -53.093246 -46.619617 -46.31604  -52.044926 -56.96063  -57.60696
 -61.10542  -62.1571   -61.942337 -61.93061  -62.327255 -61.64766
 -58.293324 -54.298824 -52.064873 -55.97627  -62.724697 -63.47436
 -65.57831  -66.45162  -65.81914  -64.00344  -60.22149  -54.099197
 -56.63606  -66.192085 -68.97335  -69.43201  -68.86814  -66.738754
 -61.803177 -63.958897 -66.496735 -65.15961  -64.69781  -62.336082
 -61.25925  -65.4095   -66.135895 -65.30996  -59.038902 -59.47869
 -67.24948  -68.49633  -65.25207  -62.193123 -66.23381  -69.91214
 -66.65094  -66.961815 -71.403534 -68.11764  -66.01749  -70.8716
 -69.144615 -66.83535  -68.760666 -67.29512  -67.9802   -66.52123
 -63.49546  -66.58684  -64.56328  -64.77158  -61.9414   -62.44314
 -63.25174  -64.205475 -66.13881  -67.25744  -67.84781  -69.68554
 -70.19195  -70.69219  -72.365265 -77.78467  -79.22878  -79.80345
 -79.89135  -79.981865 -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-30.475582 -29.543486 -33.322475 -37.4264   -39.805984 -41.729267
 -42.15313  -43.6487   -42.884007 -44.17477  -43.636738 -44.25415
 -45.681908 -46.47133  -46.37442  -44.47838  -44.249577 -42.084682
 -42.97595  -43.223682 -43.538624 -43.571285 -44.38126  -46.511078
 -45.774193 -47.741867 -47.03445  -47.77209  -47.905117 -47.958054
 -48.458145 -48.13755  -49.924587 -50.41677  -51.50665  -51.952602
 -52.616753 -52.591763 -52.347294 -52.4826   -52.228092 -51.913033
 -52.14377  -52.113136 -51.75149  -51.220802 -51.21811  -50.615032
 -50.063274 -50.29588  -51.176243 -51.44017  -52.282032 -53.397697
 -53.94582  -54.11227  -54.079426 -53.395107 -52.383003 -53.117397
 -54.67278  -55.81901  -55.69512  -54.56729  -52.42899  -50.969997
 -50.477314 -52.159115 -52.253155 -52.083004 -52.000317 -52.753403
 -53.08919  -53.007767 -53.381737 -53.17068  -53.37017  -53.27832
 -53.387695 -54.139145 -53.9929   -54.105297 -54.11299  -54.140305
 -54.761135 -55.856194 -57.05909  -57.42058  -57.294243 -57.740265
 -57.942013 -58.388428 -59.287018 -59.301212 -59.572525 -59.992912
 -60.78497  -62.17477  -63.100628 -64.00483  -64.32026  -65.02079
 -65.38532  -65.5431   -65.85334  -66.329735 -66.19647  -65.72502
 -66.1506   -66.75853  -67.358826 -68.2188   -69.14188  -69.78526
 -70.23969  -70.8662   -71.48352  -71.73261  -73.151634 -76.899376
 -77.2559   -77.52852  -77.75932  -77.82096  -77.921486 -78.48316
 -78.929924 -79.28369 ]",103 - Pig
"[-30.569847 -31.034437 -32.959743 -34.87462  -35.131966 -33.84437
 -31.54986  -32.955032 -35.33001  -39.58101  -38.25538  -35.735306
 -34.24717  -34.321823 -36.004425 -35.945942 -35.71006  -32.218105
 -32.71882  -31.59457  -32.188046 -34.97569  -33.877922 -34.665333
 -35.4849   -38.407555 -39.346035 -39.763268 -38.08611  -37.110813
 -38.381096 -38.504494 -38.253117 -37.6871   -37.19023  -37.333775
 -37.706863 -38.060772 -37.62536  -36.92335  -37.80649  -38.11479
 -37.059246 -37.20674  -38.221355 -39.764748 -41.295044 -40.6994
 -40.82162  -43.198864 -45.96198  -45.832024 -46.165962 -47.18791
 -46.834026 -46.577637 -46.999474 -47.01162  -46.77276  -46.322243
 -47.375507 -48.735065 -49.315807 -48.998966 -47.553844 -49.54984
 -50.514805 -50.520256 -50.552887 -50.82439  -51.34771  -52.59515
 -52.946774 -53.65876  -54.255383 -54.44854  -54.963135 -55.67432
 -57.73512  -58.505383 -57.690456 -56.525223 -57.548462 -57.063316
 -57.122734 -57.9674   -58.68285  -59.930313 -61.0443   -62.974506
 -62.447678 -61.978397 -62.512424 -62.273865 -63.2412   -65.28369
 -65.4275   -66.31945  -67.44038  -68.37275  -69.13468  -69.61248
 -69.908775 -70.42835  -69.219246 -70.235916 -70.87459  -71.51804
 -72.79295  -73.16858  -74.96471  -75.20042  -75.38392  -75.9116
 -76.33983  -76.88132  -77.47983  -78.095474 -79.375114 -79.6736
 -79.68967  -79.64384  -79.70707  -79.729645 -79.734535 -79.72332
 -79.788284 -79.82119 ]",103 - Pig
